study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	time	time_unit	sd	min	max	median
Fuhr1993a	54956	thalf	h	plasma	2215	caffeine	7401.0	4.40e+00										
ZylberKatz1984	57056	thalf	h	saliva	2333	caffeine	7708.0	8.30e+00										
Fuhr1993a	54957	vd	l/kg	plasma	2215	caffeine	7390.0	5.30e-01										
Fuhr1993a	54958	vd	l/kg	plasma	2215	caffeine	7391.0	5.00e-01										
Fuhr1993a	54959	vd	l/kg	plasma	2215	caffeine	7392.0	5.60e-01										
Fuhr1993a	54960	vd	l/kg	plasma	2215	caffeine	7393.0	5.50e-01										
Fuhr1993a	54961	vd	l/kg	plasma	2215	caffeine	7394.0	6.10e-01										
Fuhr1993a	54962	vd	l/kg	plasma	2215	caffeine	7395.0	5.10e-01										
Fuhr1993a	54963	vd	l/kg	plasma	2215	caffeine	7396.0	4.30e-01										
Fuhr1993a	54964	vd	l/kg	plasma	2215	caffeine	7397.0	5.30e-01										
Fuhr1993a	54965	vd	l/kg	plasma	2215	caffeine	7398.0	4.90e-01										
Fuhr1993a	54966	vd	l/kg	plasma	2215	caffeine	7399.0	7.80e-01										
Fuhr1993a	54967	vd	l/kg	plasma	2215	caffeine	7400.0	7.60e-01										
Fuhr1993a	54968	vd	l/kg	plasma	2215	caffeine	7401.0	5.60e-01										
ZylberKatz1984	57057	thalf	h	saliva	2333	caffeine	7709.0	9.70e+00										
ZylberKatz1984	57059	auc_inf	mg*h/l	saliva	2333	caffeine	7705.0	3.18e+01										
ZylberKatz1984	57061	auc_inf	mg*h/l	saliva	2333	caffeine	7706.0	6.65e+01										
ZylberKatz1984	57063	auc_inf	mg*h/l	saliva	2333	caffeine	7707.0	1.36e+02										
ZylberKatz1984	57065	auc_inf	mg*h/l	saliva	2333	caffeine	7708.0	8.77e+01										
ZylberKatz1984	57067	auc_inf	mg*h/l	saliva	2333	caffeine	7709.0	9.28e+01										
ZylberKatz1984	57069	clearance	l/h/kg	saliva	2333	caffeine	7705.0	1.26e-01										
ZylberKatz1984	57071	clearance	l/h/kg	saliva	2333	caffeine	7706.0	9.00e-02										
ZylberKatz1984	57073	clearance	l/h/kg	saliva	2333	caffeine	7707.0	3.00e-02										
ZylberKatz1984	57075	clearance	l/h/kg	saliva	2333	caffeine	7708.0	4.80e-02										
ZylberKatz1984	57077	clearance	l/h/kg	saliva	2333	caffeine	7709.0	6.00e-02										
ZylberKatz1984	57078	vd	l/kg	saliva	2333	caffeine	7705.0	5.80e-01										
ZylberKatz1984	57079	vd	l/kg	saliva	2333	caffeine	7706.0	6.20e-01										
ZylberKatz1984	57080	vd	l/kg	saliva	2333	caffeine	7707.0	5.50e-01										
ZylberKatz1984	57081	vd	l/kg	saliva	2333	caffeine	7708.0	5.60e-01										
ZylberKatz1984	57082	vd	l/kg	saliva	2333	caffeine	7709.0	8.40e-01										
ZylberKatz1984	57083	thalf	h	saliva	2334	caffeine	7710.0	3.90e+00										
ZylberKatz1984	57084	thalf	h	saliva	2334	caffeine	7711.0	4.40e+00										
ZylberKatz1984	57085	thalf	h	saliva	2334	caffeine	7712.0	4.40e+00										
ZylberKatz1984	57087	auc_inf	mg*h/l	saliva	2334	caffeine	7710.0	4.67e+01										
ZylberKatz1984	57089	auc_inf	mg*h/l	saliva	2334	caffeine	7711.0	4.59e+01										
ZylberKatz1984	57091	auc_inf	mg*h/l	saliva	2334	caffeine	7712.0	2.81e+01										
Joeres1988	55754	clearance	l/h	plasma	2307	caffeine	7455.0	4.05e+00										
Joeres1988	55756	clearance	l/h	plasma	2307	caffeine	7456.0	3.93e+00										
Joeres1988	55758	clearance	l/h	plasma	2307	caffeine	7457.0	3.91e+00										
Joeres1988	55760	clearance	l/h	plasma	2307	caffeine	7458.0	3.57e+00										
Joeres1988	55762	clearance	l/h	plasma	2307	caffeine	7459.0	3.45e+00										
Joeres1988	55764	clearance	l/h	plasma	2307	caffeine	7460.0	3.15e+00										
Joeres1988	55766	clearance	l/h	plasma	2307	caffeine	7461.0	3.18e+00										
Joeres1988	55768	clearance	l/h	plasma	2307	caffeine	7462.0	2.97e+00										
Joeres1988	55770	clearance	l/h	plasma	2307	caffeine	7463.0	2.86e+00										
Joeres1988	55772	clearance	l/h	plasma	2307	caffeine	7464.0	2.45e+00										
Joeres1988	55774	clearance	l/h	plasma	2307	caffeine	7465.0	1.62e+00										
Joeres1988	55776	clearance	l/h	plasma	2307	caffeine	7466.0	1.06e+01										
Joeres1988	55778	clearance	l/h	plasma	2307	caffeine	7467.0	7.95e+00										
Joeres1988	55780	clearance	l/h	plasma	2307	caffeine	7468.0	7.68e+00										
Joeres1988	55782	clearance	l/h	plasma	2307	caffeine	7469.0	5.62e+00										
Joeres1988	55784	clearance	l/h	plasma	2307	caffeine	7470.0	5.33e+00										
Joeres1988	55786	clearance	l/h	plasma	2307	caffeine	7471.0	4.30e+00										
Joeres1988	55788	clearance	l/h	plasma	2307	caffeine	7472.0	4.02e+00										
Joeres1988	55790	clearance	l/h	plasma	2307	caffeine	7473.0	3.86e+00										
Joeres1988	55792	clearance	l/h	plasma	2307	caffeine	7474.0	1.62e+01										
Joeres1988	55794	clearance	l/h	plasma	2307	caffeine	7475.0	4.91e+00										
Joeres1988	55796	clearance	l/h	plasma	2307	caffeine	7476.0	4.78e+00										
Joeres1988	55798	clearance	l/h	plasma	2307	caffeine	7477.0	3.47e+00										
Joeres1988	55800	clearance	l/h	plasma	2307	caffeine	7478.0	3.13e+00										
Joeres1988	55802	clearance	l/h	plasma	2307	caffeine	7479.0	2.88e+00										
Joeres1988	55804	clearance	l/h	plasma	2307	caffeine	7480.0	2.33e+00										
Joeres1988	55806	clearance	l/h	plasma	2307	caffeine	7481.0	2.17e+00										
Joeres1988	55808	clearance	l/h	plasma	2307	caffeine	7482.0	3.86e+00										
Joeres1988	55810	clearance	l/h	plasma	2307	caffeine	7483.0	1.51e+00										
Joeres1988	55812	clearance	l/h	plasma	2307	caffeine	7484.0	1.53e+00										
Joeres1988	55814	clearance	l/h	plasma	2307	caffeine	7485.0	1.49e+00										
Joeres1988	55816	clearance	l/h	plasma	2307	caffeine	7486.0	1.46e+00										
Benowitz2003	54048	clearance	l/h/kg	plasma	2190	caffeine			1816.0	9.00e-02	1.21e-02	4.67e-01			4.20e-02			
Benowitz2003	54050	thalf	h	plasma	2190	caffeine			1816.0	4.60e+00	6.35e-01	4.78e-01			2.20e+00			
Benowitz2003	54052	cmax	µg/ml	plasma	2190	caffeine			1816.0	4.10e+00	2.31e-01	1.95e-01			8.00e-01			
Benowitz2003	54054	tmax	h	plasma	2190	caffeine			1816.0	5.50e-03	7.22e-04	4.55e-01			2.50e-03			
Benowitz2003	54064	ratio	-	urine	2190	AAMU/(AAMU+1U+1X)			1816.0	3.10e-01	3.46e-02	3.87e-01	6.0	h	1.20e-01			
Benowitz2003	54066	ratio	-	urine	2190	1U/1X			1816.0	2.38e+00	2.42e-01	3.53e-01	6.0	h	8.40e-01			
Blanchard1983a	54068	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54070	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54072	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54074	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Joeres1988	55818	clearance	l/h	plasma	2307	caffeine	7487.0	1.35e+00										
Joeres1988	55820	clearance	l/h	plasma	2307	caffeine	7488.0	1.26e+00										
Joeres1988	55822	clearance	l/h	plasma	2307	caffeine	7489.0	1.17e+00										
Joeres1988	55824	clearance	l/h	plasma	2307	caffeine	7490.0	1.14e+00										
Joeres1988	55826	clearance	l/h	plasma	2307	caffeine	7491.0	1.07e+00										
Joeres1988	55828	clearance	l/h	plasma	2307	caffeine	7492.0	1.05e+00										
Carbo1989	54539	clearance_renal	l/h	urine	2202	caffeine	7358.0	1.13e-01										
Joeres1988	55830	clearance	l/h	plasma	2307	caffeine	7493.0	1.07e+00										
Joeres1988	55832	clearance	l/h	plasma	2307	caffeine	7494.0	9.14e-01										
Joeres1988	55834	clearance	l/h	plasma	2307	caffeine	7495.0	8.92e-01										
Joeres1988	55836	clearance	l/h	plasma	2307	caffeine	7496.0	9.60e-01										
Carbo1989	54540	clearance_renal	l/h	urine	2202	caffeine	7359.0	1.75e-01										
Joeres1988	55838	clearance	l/h	plasma	2307	caffeine	7497.0	7.54e-01										
Carbo1989	54541	clearance_renal	l/h	urine	2202	caffeine	7360.0											
Joeres1988	55840	clearance	l/h	plasma	2307	caffeine	7498.0	3.89e-01										
Carbo1989	54542	clearance_renal	l/h	urine	2202	caffeine	7361.0	1.13e-01										
Carbo1989	54543	clearance_renal	l/h	urine	2202	caffeine	7362.0	9.30e-02										
Joeres1988	55842	clearance	l/h	plasma	2307	caffeine	7499.0	3.66e-01										
Carbo1989	54544	clearance_renal	l/h	urine	2202	caffeine	7363.0	6.30e-02										
Joeres1988	55844	clearance	l/h	plasma	2307	caffeine	7500.0	4.56e-02										
Joeres1988	55846	clearance	l/h	plasma	2307	caffeine	7501.0	4.56e-02										
Joeres1988	55848	clearance	l/h	plasma	2307	caffeine	7502.0	4.56e-02										
Joeres1988	55850	clearance	l/h	plasma	2307	caffeine	7503.0	4.56e-02										
Joeres1988	55852	clearance	l/h	plasma	2307	caffeine	7504.0	1.35e+01										
Joeres1988	55854	clearance	l/h	plasma	2307	caffeine	7505.0	1.07e+01										
Joeres1988	55856	clearance	l/h	plasma	2307	caffeine	7506.0	8.98e+00										
Joeres1988	55858	clearance	l/h	plasma	2307	caffeine	7507.0	5.97e+00										
Joeres1988	55860	clearance	l/h	plasma	2307	caffeine	7508.0	4.64e+00										
Joeres1988	55862	clearance	l/h	plasma	2307	caffeine	7509.0	4.25e+00										
Joeres1988	55864	clearance	l/h	plasma	2307	caffeine	7510.0	3.45e+00										
Joeres1988	55866	clearance	l/h	plasma	2307	caffeine	7511.0	3.31e+00										
Joeres1988	55868	clearance	l/h	plasma	2307	caffeine	7512.0	2.40e+00										
Joeres1988	55870	clearance	l/h	plasma	2307	caffeine	7513.0	1.99e+00										
Joeres1988	55872	clearance	l/h	plasma	2307	caffeine	7514.0	1.97e+00										
Joeres1988	55874	clearance	l/h	plasma	2307	caffeine	7515.0	1.78e+00										
Joeres1988	55876	clearance	l/h	plasma	2307	caffeine	7516.0	1.39e+00										
Haller2002	55155	tmax	h	plasma	2223	caffeine	7443.0	2.00e+00					14.0	h				
Haller2002	55157	tmax	h	plasma	2223	caffeine	7444.0	1.50e+00					14.0	h				
Haller2002	55159	tmax	h	plasma	2223	caffeine	7445.0	2.00e+00					14.0	h				
Haller2002	55161	tmax	h	plasma	2223	caffeine	7446.0	1.00e+00					14.0	h				
Haller2002	55163	tmax	h	plasma	2223	caffeine	7447.0	1.00e+00					14.0	h				
Haller2002	55165	tmax	h	plasma	2223	caffeine	7448.0	2.00e+00					14.0	h				
Haller2002	55167	tmax	h	plasma	2223	caffeine	7449.0	2.00e+00					14.0	h				
Haller2002	55169	tmax	h	plasma	2223	caffeine	7450.0	1.00e+00					14.0	h				
Haller2002	55170	cmax	µg/ml	plasma	2223	caffeine	7443.0	3.19e+00					14.0	h				
Haller2002	55171	cmax	µg/ml	plasma	2223	caffeine	7444.0	5.01e+00					14.0	h				
Haller2002	55172	cmax	µg/ml	plasma	2223	caffeine	7445.0	8.47e+00					14.0	h				
Haller2002	55173	cmax	µg/ml	plasma	2223	caffeine	7446.0	6.14e+00					14.0	h				
Haller2002	55174	cmax	µg/ml	plasma	2223	caffeine	7447.0	5.94e+00					14.0	h				
Haller2002	55175	cmax	µg/ml	plasma	2223	caffeine	7448.0	3.97e+00					14.0	h				
Haller2002	55176	cmax	µg/ml	plasma	2223	caffeine	7449.0	6.61e+00					14.0	h				
Haller2002	55177	cmax	µg/ml	plasma	2223	caffeine	7450.0	4.35e+00					14.0	h				
Haller2002	55178	thalf	h	plasma	2223	caffeine	7443.0	3.69e+00					14.0	h				
Haller2002	55179	thalf	h	plasma	2223	caffeine	7444.0	3.98e+00					14.0	h				
Haller2002	55180	thalf	h	plasma	2223	caffeine	7445.0	5.71e+00					14.0	h				
Haller2002	55181	thalf	h	plasma	2223	caffeine	7446.0	8.25e+00					14.0	h				
Haller2002	55182	thalf	h	plasma	2223	caffeine	7447.0	5.67e+00					14.0	h				
Haller2002	55183	thalf	h	plasma	2223	caffeine	7448.0	6.50e+00					14.0	h				
Haller2002	55184	thalf	h	plasma	2223	caffeine	7449.0	1.57e+01					14.0	h				
Haller2002	55185	thalf	h	plasma	2223	caffeine	7450.0	1.52e+01					14.0	h				
Haller2002	55187	auc_end	mg*h/l	plasma	2223	caffeine	7443.0	2.38e+01					14.0	h				
Haller2002	55189	auc_end	mg*h/l	plasma	2223	caffeine	7444.0	3.63e+01					14.0	h				
Haller2002	55191	auc_end	mg*h/l	plasma	2223	caffeine	7445.0	8.33e+01					14.0	h				
Haller2002	55193	auc_end	mg*h/l	plasma	2223	caffeine	7446.0	8.25e+01					14.0	h				
Haller2002	55195	auc_end	mg*h/l	plasma	2223	caffeine	7447.0	6.33e+01					14.0	h				
Haller2002	55197	auc_end	mg*h/l	plasma	2223	caffeine	7448.0	4.20e+01					14.0	h				
Haller2002	55199	auc_end	mg*h/l	plasma	2223	caffeine	7449.0	1.58e+02					14.0	h				
Haller2002	55201	auc_end	mg*h/l	plasma	2223	caffeine	7450.0	1.00e+02					14.0	h				
Haller2002	55203	clearance	l/h/kg	plasma	2223	caffeine	7443.0	9.36e-02					14.0	h				
Haller2002	55205	clearance	l/h/kg	plasma	2223	caffeine	7444.0	7.08e-02					14.0	h				
Haller2002	55207	clearance	l/h/kg	plasma	2223	caffeine	7445.0	4.02e-02					14.0	h				
Haller2002	55209	clearance	l/h/kg	plasma	2223	caffeine	7446.0	2.76e-02					14.0	h				
Haller2002	55211	clearance	l/h/kg	plasma	2223	caffeine	7447.0	4.86e-02					14.0	h				
Haller2002	55213	clearance	l/h/kg	plasma	2223	caffeine	7448.0	5.76e-02					14.0	h				
Haller2002	55215	clearance	l/h/kg	plasma	2223	caffeine	7449.0	2.04e-02					14.0	h				
Haller2002	55217	clearance	l/h/kg	plasma	2223	caffeine	7450.0	1.98e-02					14.0	h				
Haller2002	55218	vd	l/kg	plasma	2223	caffeine	7443.0	5.10e-01					14.0	h				
Haller2002	55219	vd	l/kg	plasma	2223	caffeine	7444.0	4.20e-01					14.0	h				
Haller2002	55220	vd	l/kg	plasma	2223	caffeine	7445.0	3.40e-01					14.0	h				
Haller2002	55221	vd	l/kg	plasma	2223	caffeine	7446.0	3.40e-01					14.0	h				
Haller2002	55222	vd	l/kg	plasma	2223	caffeine	7447.0	4.10e-01					14.0	h				
Haller2002	55223	vd	l/kg	plasma	2223	caffeine	7448.0	5.50e-01					14.0	h				
Haller2002	55224	vd	l/kg	plasma	2223	caffeine	7449.0	4.70e-01					14.0	h				
Haller2002	55225	vd	l/kg	plasma	2223	caffeine	7450.0	4.40e-01					14.0	h				
Haller2002	55227	tmax	h	plasma	2223	caffeine			1846.0	1.57e+00	1.75e-01	3.16e-01	14.0	h	4.95e-01			
Haller2002	55229	cmax	µg/ml	plasma	2223	caffeine			1846.0	5.00e+00	4.45e-01	2.52e-01	14.0	h	1.26e+00			
Joeres1988	55898	clearance	l/h/kg	plasma	2307	caffeine			1854.0	9.66e-02	9.75e-03	2.67e-01			2.58e-02			
Haller2002	55231	thalf	h	plasma	2223	caffeine			1846.0	8.10e+00	1.65e+00	5.77e-01	14.0	h	4.67e+00			
Haller2002	55233	auc_end	mg*h/l	plasma	2223	caffeine			1846.0	7.37e+01	1.52e+01	5.83e-01	14.0	h	4.30e+01			
Joeres1988	55878	clearance	l/h	plasma	2307	caffeine	7517.0	1.07e+00										
Haller2002	55235	clearance	l/h/kg	plasma	2223	caffeine			1846.0	4.86e-02	9.33e-03	5.43e-01	14.0	h	2.64e-02			
Haller2002	55237	vd	l/kg	plasma	2223	caffeine			1846.0	4.60e-01	2.47e-02	1.52e-01	14.0	h	7.00e-02			
Joeres1988	55880	clearance	l/h	plasma	2307	caffeine	7518.0	8.69e-01										
Joeres1988	55882	clearance	l/h	plasma	2307	caffeine	7519.0	6.63e-01										
Joeres1988	55884	clearance	l/h	plasma	2307	caffeine	7520.0	2.51e-01										
Joeres1988	55886	clearance	l/h	plasma	2307	caffeine	7521.0	4.56e-02										
Joeres1988	55888	clearance	l/h	plasma	2307	caffeine			1854.0	7.08e+00	7.48e-01	2.80e-01			1.98e+00	5.40e+00	1.06e+01	
Joeres1988	55890	clearance	l/h	plasma	2307	caffeine			1855.0	6.24e+00	8.49e-01	3.85e-01			2.40e+00	3.90e+00	1.06e+01	
Joeres1988	55892	clearance	l/h	plasma	2307	caffeine			1856.0	3.84e+00	3.10e-01	3.12e-01			1.20e+00	1.68e+00	6.12e+00	
Joeres1988	55894	clearance	l/h	plasma	2307	caffeine			1857.0	3.78e+00	8.91e-01	1.00e+00			3.78e+00	6.00e-02	1.38e+01	
Joeres1988	55896	clearance	l/h	plasma	2307	caffeine			1858.0	2.04e+00	5.37e-01	1.44e+00			2.94e+00	6.00e-02	1.62e+01	
Joeres1988	55900	clearance	l/h/kg	plasma	2307	caffeine			1855.0	8.58e-02	1.15e-02	3.78e-01			3.24e-02			
Joeres1988	55902	clearance	l/h/kg	plasma	2307	caffeine			1856.0	5.76e-02	5.42e-03	3.65e-01			2.10e-02			
Joeres1988	55904	clearance	l/h/kg	plasma	2307	caffeine			1857.0	5.40e-02	1.20e-02	9.44e-01			5.10e-02			
Joeres1988	55906	clearance	l/h/kg	plasma	2307	caffeine			1858.0	2.82e-02	7.34e-03	1.43e+00			4.02e-02			
Joeres1988	55908	thalf	h	plasma	2307	caffeine			1854.0	4.28e+00	3.02e-01	1.87e-01			8.00e-01	3.25e+00	5.57e+00	
Joeres1988	55910	thalf	h	plasma	2307	caffeine			1855.0	4.77e+00	4.48e-01	2.66e-01			1.27e+00	3.30e+00	6.70e+00	
Joeres1988	55912	thalf	h	plasma	2307	caffeine			1856.0	5.60e+00	5.77e-01	3.99e-01			2.23e+00	2.65e+00	1.10e+01	
Joeres1988	55914	thalf	h	plasma	2307	caffeine			1857.0	1.50e+01	2.68e+00	7.60e-01			1.14e+01	2.68e+00	3.98e+01	
Joeres1988	55916	thalf	h	plasma	2307	caffeine			1858.0	2.36e+01	4.04e+00	9.39e-01			2.21e+01	2.47e+00	9.24e+01	
Joeres1988	55918	vd	l	plasma	2307	caffeine			1854.0	4.30e+01	2.27e+00	1.40e-01			6.00e+00	3.30e+01	5.00e+01	
Joeres1988	55920	vd	l	plasma	2307	caffeine			1855.0	3.70e+01	3.89e+00	2.97e-01			1.10e+01	2.20e+01	5.00e+01	
Joeres1988	55922	vd	l	plasma	2307	caffeine			1856.0	2.90e+01	2.07e+00	2.76e-01			8.00e+00	1.70e+01	4.60e+01	
Joeres1988	55924	vd	l	plasma	2307	caffeine			1857.0	3.70e+01	3.54e+00	4.05e-01			1.50e+01	1.60e+01	6.20e+01	
Joeres1988	55926	vd	l	plasma	2307	caffeine			1858.0	4.00e+01	3.65e+00	5.00e-01			2.00e+01	1.90e+01	7.30e+01	
Backman2008	53033	ratio	-	plasma	2174	caffeine/paraxanthine	7211.0	3.26e+00					6.0	h				
Joeres1988	55927	vd	l/kg	plasma	2307	caffeine			1854.0	5.80e-01								
Joeres1988	55928	vd	l/kg	plasma	2307	caffeine			1855.0	5.10e-01								
Joeres1988	55929	vd	l/kg	plasma	2307	caffeine			1856.0	4.10e-01								
Joeres1988	55930	vd	l/kg	plasma	2307	caffeine			1857.0	5.30e-01								
Joeres1988	55931	vd	l/kg	plasma	2307	caffeine			1858.0	5.50e-01								
Joeres1988	55932	cmax	µg/ml	plasma	2307	caffeine			1854.0									
Joeres1988	55933	cmax	µg/ml	plasma	2307	caffeine			1855.0									
Joeres1988	55934	cmax	µg/ml	plasma	2307	caffeine			1856.0									
Joeres1988	55936	cmax	µg/ml	plasma	2307	caffeine			1857.0	2.10e+00	1.06e+00	2.14e+00			4.50e+00	1.00e-01	1.84e+01	
Joeres1988	55938	cmax	µg/ml	plasma	2307	caffeine			1858.0	5.10e+00	1.11e+00	1.20e+00			6.10e+00	1.00e-01	2.30e+01	
Backman2008	53034	ratio	-	plasma	2174	caffeine/paraxanthine	7212.0	3.23e+00					6.0	h				
Backman2008	53035	ratio	-	plasma	2174	caffeine/paraxanthine	7213.0	2.76e+00					6.0	h				
Backman2008	53036	ratio	-	plasma	2174	caffeine/paraxanthine	7214.0	2.50e+00					6.0	h				
Backman2008	53037	ratio	-	plasma	2174	caffeine/paraxanthine	7215.0	2.37e+00					6.0	h				
Backman2008	53038	ratio	-	plasma	2174	caffeine/paraxanthine	7216.0	2.16e+00					6.0	h				
Backman2008	53039	ratio	-	plasma	2174	caffeine/paraxanthine	7217.0	1.94e+00					6.0	h				
Backman2008	53040	ratio	-	plasma	2174	caffeine/paraxanthine	7218.0	1.80e+00					6.0	h				
Backman2008	53041	ratio	-	plasma	2174	caffeine/paraxanthine	7219.0	1.98e+00					6.0	h				
Backman2008	53042	ratio	-	plasma	2174	caffeine/paraxanthine	7220.0	1.76e+00					6.0	h				
Backman2008	53043	ratio	-	plasma	2174	caffeine/paraxanthine	7221.0	1.70e+00					6.0	h				
Backman2008	53044	ratio	-	plasma	2174	caffeine/paraxanthine	7222.0	1.65e+00					6.0	h				
Backman2008	53045	ratio	-	plasma	2174	caffeine/paraxanthine	7223.0	1.39e+00					6.0	h				
Backman2008	53046	ratio	-	plasma	2174	caffeine/paraxanthine	7224.0	1.46e+00					6.0	h				
Backman2008	53047	ratio	-	plasma	2174	caffeine/paraxanthine	7225.0	1.51e+00					6.0	h				
Backman2008	53048	ratio	-	plasma	2174	caffeine/paraxanthine	7226.0	1.38e+00					6.0	h				
Backman2008	53049	ratio	-	plasma	2174	caffeine/paraxanthine	7227.0	1.29e+00					6.0	h				
Backman2008	53050	ratio	-	plasma	2174	caffeine/paraxanthine	7228.0	1.31e+00					6.0	h				
Backman2008	53051	ratio	-	plasma	2174	caffeine/paraxanthine	7229.0	1.25e+00					6.0	h				
Backman2008	53052	ratio	-	plasma	2174	caffeine/paraxanthine	7230.0	9.90e-01					6.0	h				
Backman2008	53053	ratio	-	plasma	2174	caffeine/paraxanthine	7231.0	8.80e-01					6.0	h				
Backman2008	53054	ratio	-	plasma	2174	caffeine/paraxanthine	7232.0	1.17e+00					6.0	h				
Backman2008	53055	ratio	-	plasma	2174	caffeine/paraxanthine	7233.0	9.90e-01					6.0	h				
Backman2008	53056	ratio	-	plasma	2174	caffeine/paraxanthine	7234.0	9.20e-01					6.0	h				
Backman2008	53057	ratio	-	plasma	2174	caffeine/paraxanthine	7235.0	1.17e+00					6.0	h				
Backman2008	53058	ratio	-	plasma	2174	caffeine/paraxanthine	7236.0	1.08e+00					6.0	h				
Backman2008	53059	ratio	-	plasma	2174	caffeine/paraxanthine	7237.0	9.80e-01					6.0	h				
Backman2008	53060	ratio	-	plasma	2174	caffeine/paraxanthine	7238.0	9.30e-01					6.0	h				
Backman2008	53061	ratio	-	plasma	2174	caffeine/paraxanthine	7239.0	8.80e-01					6.0	h				
Backman2008	53062	ratio	-	plasma	2174	caffeine/paraxanthine	7240.0	8.70e-01					6.0	h				
Backman2008	53063	ratio	-	plasma	2174	caffeine/paraxanthine	7241.0	9.10e-01					6.0	h				
Backman2008	53064	ratio	-	plasma	2174	caffeine/paraxanthine	7242.0	9.30e-01					6.0	h				
Backman2008	53065	ratio	-	plasma	2174	caffeine/paraxanthine	7243.0	1.04e+00					6.0	h				
Backman2008	53066	ratio	-	plasma	2174	caffeine/paraxanthine	7244.0	8.40e-01					6.0	h				
Backman2008	53067	ratio	-	plasma	2174	caffeine/paraxanthine	7245.0	1.05e+00					6.0	h				
Backman2008	53068	ratio	-	plasma	2174	caffeine/paraxanthine	7246.0	1.76e+00					6.0	h				
Backman2008	53069	ratio	-	plasma	2174	caffeine/paraxanthine	7247.0	1.39e+00					6.0	h				
Backman2008	53070	ratio	-	plasma	2174	caffeine/paraxanthine	7248.0	1.66e+00					6.0	h				
Backman2008	53071	ratio	-	plasma	2174	caffeine/paraxanthine	7249.0	1.55e+00					6.0	h				
Barnet1990	53695	concentration	µg/ml	plasma	2182	caffeine	7313.0	5.83e+00					1.0	h				
Barnet1990	53696	concentration	µg/ml	plasma	2182	caffeine	7313.0	5.10e+00					2.0	h				
Barnet1990	53697	concentration	µg/ml	plasma	2182	caffeine	7313.0	3.58e+00					3.0	h				
Barnet1990	53698	concentration	µg/ml	plasma	2182	caffeine	7313.0	3.44e+00					4.0	h				
Barnet1990	53699	concentration	µg/ml	plasma	2182	caffeine	7313.0	1.96e+00					6.0	h				
Kaplan1997	55949	cmax	µg/ml	plasma	2310	caffeine			1859.0	7.00e+00	5.00e-01							
Barnet1990	53700	concentration	µg/ml	plasma	2182	caffeine	7313.0	1.33e+00					8.0	h				
Barnet1990	53701	concentration	µg/ml	plasma	2182	caffeine	7313.0	1.25e+00					10.0	h				
Barnet1990	53702	concentration	µg/ml	plasma	2182	caffeine	7313.0	7.30e-01					12.0	h				
Barnet1990	53703	concentration	µg/ml	plasma	2182	caffeine	7313.0						14.0	h				
Barnet1990	53704	concentration	µg/ml	plasma	2182	caffeine	7313.0						24.0	h				
Barnet1990	53705	concentration	µg/ml	plasma	2182	caffeine	7314.0	8.29e+00					1.0	h				
Barnet1990	53706	concentration	µg/ml	plasma	2182	caffeine	7314.0	6.11e+00					2.0	h				
Barnet1990	53707	concentration	µg/ml	plasma	2182	caffeine	7314.0	4.61e+00					3.0	h				
Kaplan1997	55950	tmax	h	plasma	2310	caffeine			1859.0	6.50e-01	9.00e-02							
Barnet1990	53708	concentration	µg/ml	plasma	2182	caffeine	7314.0	5.01e+00					4.0	h				
Barnet1990	53709	concentration	µg/ml	plasma	2182	caffeine	7314.0	2.21e+00					6.0	h				
Barnet1990	53710	concentration	µg/ml	plasma	2182	caffeine	7314.0	1.90e+00					8.0	h				
Barnet1990	53711	concentration	µg/ml	plasma	2182	caffeine	7314.0	1.28e+00					10.0	h				
Barnet1990	53712	concentration	µg/ml	plasma	2182	caffeine	7314.0	9.40e-01					12.0	h				
Barnet1990	53713	concentration	µg/ml	plasma	2182	caffeine	7314.0	7.70e-01					14.0	h				
Barnet1990	53714	concentration	µg/ml	plasma	2182	caffeine	7314.0						24.0	h				
Test243	56471	auc_inf	mg*h/l	plasma	2327	caffeine	7603.0	3.11e+00										
