category			healthy	healthy	species	species	age	age	age	age	age	age	age	age	age	sex	sex	sex	smoking	smoking	smoking	weight	weight	weight	weight	weight	weight	weight	weight	weight	abstinence	abstinence	abstinence	abstinence	abstinence	oral contraceptives	oral contraceptives	ethnicity	ethnicity	medication	medication	disease	disease	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	bmi	bmi	bmi	bmi	bmi	blood pressure	blood pressure	blood pressure	overnight fast	overnight fast	smoking duration (years)	smoking duration (years)	smoking duration (years)	smoking duration (years)	caffeine amount	caffeine amount	caffeine amount	caffeine amount (beverages)	caffeine amount (beverages)	caffeine amount (beverages)	caffeine amount (beverages)	phenotype	phenotype	alcohol abstinence	alcohol abstinence	alcohol abstinence	alcohol abstinence	smoking amount (packyears)	smoking amount (packyears)	smoking amount (packyears)	height	height	height	fasted	fasted	fasted	caffeine	caffeine	alcohol	medication type	medication type	CYP2D6 genotype	CYP2D6 genotype
			choice	count	choice	count	count	cv	max	mean	min	sd	se	unit	value	choice	count	unit	choice	count	unit	count	cv	max	mean	min	sd	se	unit	value	choice	count	min	unit	value	choice	count	choice	count	choice	count	choice	count	count	max	mean	min	unit	value	count	max	mean	min	unit	count	max	unit	choice	count	count	mean	min	unit	count	mean	unit	count	max	unit	value	choice	count	choice	count	unit	value	count	min	unit	count	unit	value	count	unit	value	choice	count	count	choice	count	choice	count
study	subject_pk	subject_name																																																																																										
Abernethy1985	2096	10	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2097	11	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2098	12	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2099	13	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2100	14	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2101	15	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2102	16	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2103	17	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2104	18	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2105	19	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2106	20	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2107	21	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2108	22	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2109	23	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2110	24	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2111	25	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2112	26	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2113	27	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2114	28	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2115	29	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2116	30	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2117	31	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2118	32	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2119	33	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2120	34	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2121	35	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2122	36	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			58.00			3.00	kg		caffeine	18		h	48.00	N	1	('caucasian', 'african')	(8, 1)	N	9																																																			
Abernethy1985	2123	37	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2124	38	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2125	39	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2126	40	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2127	41	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2128	42	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2129	43	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2130	44	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
Abernethy1985	2131	45	Y	18	homo sapiens	18	18		30.00	26.00	23.00		1.00	yr		F	18		N	18		9			59.00			2.00	kg		caffeine	18		h	48.00	Y	1	('caucasian', 'african')	(8, 1)																																																					
