category			healthy	healthy	species	species	age	age	age	age	age	age	age	age	age	sex	sex	sex	smoking	smoking	smoking	weight	weight	weight	weight	weight	weight	weight	weight	weight	abstinence	abstinence	abstinence	abstinence	abstinence	oral contraceptives	oral contraceptives	ethnicity	ethnicity	medication	medication	disease	disease	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	bmi	bmi	bmi	bmi	bmi	blood pressure	blood pressure	blood pressure	overnight fast	overnight fast	smoking duration (years)	smoking duration (years)	smoking duration (years)	smoking duration (years)	caffeine amount	caffeine amount	caffeine amount	caffeine amount (beverages)	caffeine amount (beverages)	caffeine amount (beverages)	caffeine amount (beverages)	phenotype	phenotype	alcohol abstinence	alcohol abstinence	alcohol abstinence	alcohol abstinence	smoking amount (packyears)	smoking amount (packyears)	smoking amount (packyears)	height	height	height	fasted	fasted	fasted	caffeine	caffeine	alcohol	medication type	medication type	CYP2D6 genotype	CYP2D6 genotype
			choice	count	choice	count	count	cv	max	mean	min	sd	se	unit	value	choice	count	unit	choice	count	unit	count	cv	max	mean	min	sd	se	unit	value	choice	count	min	unit	value	choice	count	choice	count	choice	count	choice	count	count	max	mean	min	unit	value	count	max	mean	min	unit	count	max	unit	choice	count	count	mean	min	unit	count	mean	unit	count	max	unit	value	choice	count	choice	count	unit	value	count	min	unit	count	unit	value	count	unit	value	choice	count	count	choice	count	choice	count
study	subject_pk	subject_name																																																																																										
Backman2008	1682	21	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1683	22	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1684	23	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1685	24	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1686	25	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1687	26	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1688	27	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1689	28	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1690	29	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1691	30	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1692	31	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1693	32	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1694	33	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1695	34	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1696	35	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1697	36	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1698	37	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1699	38	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1700	39	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1701	40	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1702	41	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1703	42	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1704	43	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1705	44	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1706	45	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1707	46	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1708	47	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1709	48	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1710	49	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1711	50	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1712	51	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1713	52	Y	71	homo sapiens	71	15		28.00	24.00	21.00			yr		M	53		Y	1	-	15		100.00	85.00	70.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71			(14, 1)	('20.00', None)		('10.00', None)	('1/day', '1/day')	(None, '25.00')	15	29.20	25.60	20.70	kg/m^2	71	110.00	mmHg			15		1.00	yr														15	0.50	yr													
Backman2008	1714	53	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1715	54	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1716	55	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1717	56	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1718	57	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1719	58	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1720	59	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1721	60	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1722	61	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1723	62	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1724	63	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1725	64	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1726	65	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1727	66	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1728	67	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1729	68	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1730	69	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Backman2008	1731	70	Y	71	homo sapiens	71	11		26.00	22.00	19.00			yr		F	11		N	1	-	11		85.00	61.00	52.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')		N	11			N	71									11	28.70	21.50	19.30	kg/m^2	71	110.00	mmHg																																			
Balogh1992	1732	A	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	63.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1733	B	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	80.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1734	C	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	80.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1735	D	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	65.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1736	E	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	65.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1737	F	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	72.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1738	G	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	75.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1739	H	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	72.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1740	I	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	90.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1741	K	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	68.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1742	L	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	90.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1992	1743	M	Y	12	homo sapiens	12	12		39.00		24.00			yr		M	12		N	12		1							kg	80.00	methylxanthine	12				N	12		12	N	12																																																			
Balogh1995	1744	4	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1745	5	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1746	9	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1747	10	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1748	11	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1749	12	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1750	16	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1751	17	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1752	19	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1753	20	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1754	1	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1755	2	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1756	3	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1757	6	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1758	7	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1759	8	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1760	13	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1761	14	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1762	15	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Balogh1995	1763	18	Y	20	homo sapiens	20	20		34.00		20.00			yr		F	20		N	20		20		75.00		51.00			kg		('alcohol', 'methylxanthine', 'caffeine')	(20, 20, 20)				N	10		20																																																					
Barnet1990	2141	1	Y	6	homo sapiens	6	1							yr	23.00	M	6		Y	6		1							kg	74.50	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Barnet1990	2142	2	Y	6	homo sapiens	6	1							yr	23.00	M	6		Y	6		1							kg	61.70	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Barnet1990	2143	3	Y	6	homo sapiens	6	1							yr	22.00	M	6		Y	6		1							kg	59.40	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Barnet1990	2144	4	Y	6	homo sapiens	6	1							yr	19.00	M	6		Y	6		1							kg	60.50	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Barnet1990	2145	5	Y	6	homo sapiens	6	1							yr	21.00	M	6		Y	6		1							kg	60.50	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
